"No.","Time","Source","Destination","Length","wsize","ack_rtt"
"334","1563798632.400154","192.168.121.214","137.50.19.137","54","65535","0.000019000"
"335","1563798632.400602","137.50.19.137","192.168.121.214","1514","8192",""
"336","1563798632.401778","137.50.19.137","192.168.121.214","1514","8192",""
"337","1563798632.401803","192.168.121.214","137.50.19.137","54","65535","0.000025000"
"338","1563798632.402003","137.50.19.137","192.168.121.214","1349","8192",""
"339","1563798632.402747","137.50.19.137","192.168.121.214","1514","8192",""
"340","1563798632.402774","192.168.121.214","137.50.19.137","54","65535","0.000027000"
"341","1563798632.403730","137.50.19.137","192.168.121.214","1514","8192",""
"342","1563798632.404698","137.50.19.137","192.168.121.214","2644","8192",""
"343","1563798632.404724","192.168.121.214","137.50.19.137","54","65535","0.000026000"
"344","1563798632.405421","137.50.19.137","192.168.121.214","1514","8192",""
"345","1563798632.410504","137.50.19.137","192.168.121.214","1514","8192",""
"346","1563798632.410531","192.168.121.214","137.50.19.137","54","65535","0.000027000"
"347","1563798632.410735","137.50.19.137","192.168.121.214","1514","8192",""
"348","1563798632.411297","137.50.19.137","192.168.121.214","1514","8192",""
"349","1563798632.411323","192.168.121.214","137.50.19.137","54","65535","0.000026000"
"350","1563798632.412841","137.50.19.137","192.168.121.214","1514","8192",""
"351","1563798632.413036","137.50.19.137","192.168.121.214","1514","8192",""
"352","1563798632.413057","192.168.121.214","137.50.19.137","54","65535","0.000021000"
"353","1563798632.413578","137.50.19.137","192.168.121.214","1514","8192",""
"354","1563798632.414645","137.50.19.137","192.168.121.214","1514","8192",""
"355","1563798632.414671","192.168.121.214","137.50.19.137","54","65535","0.000026000"
"356","1563798632.414858","137.50.19.137","192.168.121.214","1514","8192",""
"357","1563798632.415443","137.50.19.137","192.168.121.214","1349","8192",""
"358","1563798632.415470","192.168.121.214","137.50.19.137","54","65535","0.000027000"
"359","1563798632.421315","137.50.19.137","192.168.121.214","1514","8192",""
"360","1563798632.421846","137.50.19.137","192.168.121.214","2174","8192",""
"361","1563798632.421872","192.168.121.214","137.50.19.137","54","65535","0.000026000"
"362","1563798632.422742","137.50.19.137","192.168.121.214","1514","8192",""
"363","1563798632.423718","137.50.19.137","192.168.121.214","1349","8192",""
"364","1563798632.423745","192.168.121.214","137.50.19.137","54","65535","0.000027000"
"365","1563798632.423949","137.50.19.137","192.168.121.214","1514","8192",""
"366","1563798632.424495","137.50.19.137","192.168.121.214","1514","8192",""
"367","1563798632.424515","192.168.121.214","137.50.19.137","54","65535","0.000020000"
"368","1563798632.425889","137.50.19.137","192.168.121.214","1514","8192",""
"369","1563798632.426346","137.50.19.137","192.168.121.214","1514","8192",""
"370","1563798632.426368","192.168.121.214","137.50.19.137","54","65535","0.000022000"
"371","1563798632.426714","137.50.19.137","192.168.121.214","1514","8192",""
"372","1563798632.427042","137.50.19.137","192.168.121.214","1349","8192",""
"373","1563798632.427095","192.168.121.214","137.50.19.137","54","65535","0.000053000"
"374","1563798632.428773","137.50.19.137","192.168.121.214","1514","8192",""
"375","1563798632.449830","137.50.19.137","192.168.121.214","1514","8192",""
"376","1563798632.449845","192.168.121.214","137.50.19.137","54","65535","0.000015000"
"377","1563798632.450253","137.50.19.137","192.168.121.214","1514","8192",""
"378","1563798632.451447","137.50.19.137","192.168.121.214","1514","8192",""
"379","1563798632.451472","192.168.121.214","137.50.19.137","54","65535","0.000025000"
"380","1563798632.451776","137.50.19.137","192.168.121.214","1514","8192",""
"381","1563798632.452246","137.50.19.137","192.168.121.214","1514","8192",""
